Customer ID,Churn Label,Account Length (in months),Local Calls,Local Mins,Intl Calls,Intl Mins,Intl Active,Intl Plan,Extra International Charges,Customer Service Calls,Avg Monthly GB Download,Unlimited Data Plan,Extra Data Charges,State,Phone Number,Gender,Age,Under 30,Senior,Group,Number of Customers in Group,Device Protection & Online Backup,Contract Type,Payment Method,Monthly Charge,Total Charges,Churn Category,Churn Reason
1068-ERNO,No,1,4,12,0,0,No,no,0,0,1,Yes,0,RI,319-9074,Female,44,No,No,No,0,No,Month-to-Month,Direct Debit,36,36,,
6598-SAVZ,No,37,261,593.4,0,0,No,yes,0,0,2,Yes,0,CT,324-6722,Female,50,No,No,No,0,Yes,One Year,Direct Debit,39,1450,,
2948-OPRS,No,28,164,413.3,0,0,No,no,0,0,11,Yes,0,KS,288-5724,Female,73,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,39,1063,,
8496-VKGH,No,38,119,307.8,0,0,No,no,0,0,5,No,49,NJ,269-2902,Female,24,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,35,1342,,
3999-FFYZ,No,36,206,466.5,144,309.6,Yes,yes,0,0,2,Yes,0,OH,222-1569,Female,75,No,Yes,No,0,No,Month-to-Month,Direct Debit,48,1723,,
5085-SHZM,No,60,221,603.2,240,498,Yes,yes,0,0,6,Yes,0,AL,269-9256,Female,31,No,No,No,0,No,Two Year,Credit Card,55,3329,,
8170-IKAL,No,26,150,365.7,0,0,No,no,0,0,0,No,0,MA,290-1121,Male,45,No,No,No,0,No,Two Year,Credit Card,7,189,,
3732-IJJW,No,2,6,13.6,8,18.2,Yes,yes,0,0,8,Yes,0,MO,199-9888,Female,71,No,Yes,No,0,No,Month-to-Month,Direct Debit,16,32,,
1090-KZZG,No,7,23,58.9,0,0,No,no,0,0,0,No,0,LA,210-4770,Male,58,No,No,No,0,No,Month-to-Month,Credit Card,9,66,,
5458-ZIBQ,No,36,73,177.6,144,475.2,Yes,yes,0,0,2,No,38,WV,165-8665,Female,53,No,No,No,0,No,One Year,Credit Card,27,971,,
4779-SFPP,No,12,56,159.3,0,0,No,no,0,0,9,Yes,0,RI,204-900,Female,32,No,No,No,0,No,Month-to-Month,Direct Debit,13,161,,
7972-XKEQ,No,61,218,728.5,0,0,No,no,0,0,0,Yes,0,MT,291-8573,Female,59,No,No,No,0,No,Two Year,Direct Debit,17,1032,,
2844-RVRY,No,70,111,279.5,0,0,No,no,0,0,4,Yes,0,ID,221-9485,Male,50,No,No,No,0,No,Two Year,Credit Card,58,4041,,
7787-TFEI,No,44,161,393.7,0,0,No,no,0,0,2,Yes,0,VT,296-3295,Male,61,No,No,No,0,Yes,One Year,Direct Debit,22,970,,
9831-DAXP,No,44,218,618.9,0,0,No,no,0,0,6,Yes,0,TX,281-3675,Female,41,No,No,No,0,Yes,Month-to-Month,Credit Card,21,950,,
2980-WFLV,No,71,260,989.7,0,0,No,no,0,0,6,Yes,0,FL,388-7314,Male,57,No,No,No,0,Yes,Two Year,Credit Card,43,3031,,
9998-HXKO,Yes,2,11,22.1,0,0,No,no,0,0,7,Yes,0,NJ,358-1921,Male,36,No,No,No,0,No,Month-to-Month,Credit Card,34,69,Competitor,Competitor made better offer
4441-WTBT,Yes,10,33,114.9,0,0,No,no,0,0,17,Yes,0,VA,356-2992,Female,23,Yes,No,No,0,Yes,Month-to-Month,Credit Card,34,321,Competitor,Competitor made better offer
7160-LCLC,Yes,1,2,6,0,0,No,no,0,0,2,No,11,FL,396-5800,Male,75,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,15,15,Other,Moved
3404-PVOS,Yes,1,8,15,0,0,No,no,0,0,0,No,0,AZ,358-1958,Male,32,No,No,No,0,No,Month-to-Month,Credit Card,11,11,Competitor,Competitor made better offer
5053-TIAA,Yes,1,7,15,264,811.8,Yes,no,162.4,0,15,Yes,0,MT,418-6412,Male,29,Yes,No,No,0,No,Month-to-Month,Direct Debit,15,15,Competitor,Competitor had better devices
0536-HHVP,Yes,17,114,236.5,24,73.8,Yes,no,18.5,0,14,Yes,0,HI,410-7789,Female,20,Yes,No,No,0,No,Month-to-Month,Credit Card,24,398,Competitor,Competitor offered higher download speeds
9770-VPWI,Yes,5,16,48.7,28,44.8,Yes,no,22.4,5,0,No,0,AZ,327-3954,Male,29,Yes,No,No,0,No,Month-to-Month,Credit Card,8,41,Attitude,Attitude of support person
4132-IHWC,Yes,69,433,1107.2,16,54,Yes,no,27,5,9,Yes,0,IN,397-4976,Male,26,Yes,No,No,0,Yes,Two Year,Direct Debit,41,2850,Competitor,Competitor had better devices
8198-RCTF,Yes,26,63,153.9,0,0,No,no,426.2,1,24,Yes,0,CA,355-2909,Female,27,Yes,No,No,0,Yes,Month-to-Month,Credit Card,29,741,Attitude,Attitude of support person
8570-SXEK,Yes,1,2,6,151.2,325.08,Yes,no,15.5,0,4,Yes,0,TX,400-3446,Male,68,No,Yes,No,0,No,Month-to-Month,Direct Debit,17,17,Dissatisfaction,Network reliability
8833-XHNY,Yes,2,8,18.3,252,522.9,Yes,no,75.8,5,1,Yes,0,AR,411-5859,Male,44,No,No,No,0,No,Month-to-Month,Direct Debit,16,29,Other,Don't know
3028-WEEF,Yes,8,19,63.4,0,0,No,no,84.8,1,9,Yes,0,MD,374-3534,Female,51,No,No,No,0,No,Month-to-Month,Direct Debit,45,358,Other,Don't know
0941-DZOC,Yes,1,6,14,0,0,No,yes,0,0,5,Yes,0,UT,380-3561,Male,67,No,Yes,No,0,No,Month-to-Month,Direct Debit,29,29,Competitor,Competitor had better devices
8924-QHOG,Yes,59,168,292.6,0,0,No,no,18.6,2,8,Yes,0,AZ,390-7434,Male,70,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,20,1148,Dissatisfaction,Service dissatisfaction
1875-TWXL,Yes,53,264,632.6,151.2,498.96,Yes,no,22.3,0,15,Yes,0,OR,397-5060,Female,26,Yes,No,No,0,Yes,One Year,Direct Debit,54,2861,Competitor,Competitor had better devices
4348-HBUG,Yes,1,6,14,0,0,No,yes,0,3,14,Yes,0,WV,355-5009,Female,52,No,No,No,0,No,Month-to-Month,Direct Debit,19,19,Competitor,Competitor had better devices
4113-HFIV,Yes,1,3,8,0,0,No,no,24.8,1,10,Yes,0,NM,333-3221,Female,32,No,No,No,0,No,Month-to-Month,Direct Debit,14,14,Dissatisfaction,Product dissatisfaction
9593-ALKB,Yes,2,8,22,0,0,No,no,179,3,8,Yes,0,LA,411-2284,Male,21,Yes,No,No,0,No,Month-to-Month,Credit Card,20,37,Other,Don't know
7208-YLRW,Yes,4,15,32.3,0,0,No,no,199,5,11,Yes,0,ME,345-3934,Male,54,No,No,No,0,No,Month-to-Month,Credit Card,18,63,Competitor,Competitor made better offer
0803-WVCJ,Yes,1,3,7,0,0,No,no,135.3,1,15,Yes,0,IA,403-6419,Female,22,Yes,No,No,0,No,Month-to-Month,Credit Card,31,31,Dissatisfaction,Poor expertise of online support
1855-HKRM,Yes,2,11,25.2,0,0,No,no,90.8,1,37,Yes,0,MN,374-9107,Male,22,Yes,No,No,0,No,Month-to-Month,Credit Card,25,52,Price,Price too high
5031-ZBSA,Yes,14,38,130,0,0,No,no,3.7,1,15,Yes,0,IN,348-1359,Male,63,No,No,No,0,No,Month-to-Month,Direct Debit,40,574,Competitor,Competitor had better devices
7967-MCTP,Yes,1,2,7,0,0,No,no,45.9,1,5,Yes,0,AZ,354-7339,Male,40,No,No,No,0,No,Month-to-Month,Credit Card,28,28,Attitude,Attitude of support person
6236-FNFH,Yes,2,3,8.4,0,0,No,no,13,0,11,Yes,0,NJ,365-2153,Female,46,No,No,No,0,No,Month-to-Month,Direct Debit,39,82,Dissatisfaction,Network reliability
5377-TZAV,Yes,1,3,8,0,0,No,no,94.3,3,3,Yes,0,MS,345-6043,Male,82,No,Yes,No,0,No,Month-to-Month,Direct Debit,19,19,Dissatisfaction,Limited range of services
8708-PTFP,Yes,2,8,14.4,0,0,No,yes,0,0,4,Yes,0,KS,386-4170,Female,40,No,No,No,0,No,Month-to-Month,Credit Card,16,29,Price,Lack of affordable download/upload speed
0456-YCYY,Yes,3,5,12.9,25.2,77.49,Yes,no,13.8,2,9,Yes,0,MN,396-4460,Male,71,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,25,81,Price,Long distance charges
5879-XLWM,Yes,13,85,191.4,29.4,47.04,Yes,no,16.5,4,4,No,6,IL,334-2730,Male,66,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,44,560,Competitor,Competitor had better devices
4089-RBEL,Yes,57,299,511.4,28.812,46.0992,Yes,no,16.1,4,0,No,0,MO,389-1475,Male,55,No,No,No,0,No,Two Year,Credit Card,11,633,Price,Price too high
2144-GJXU,Yes,16,85,224,0,0,No,no,29.8,3,5,Yes,0,PA,410-3390,Female,66,No,Yes,No,0,No,Month-to-Month,Direct Debit,50,805,Competitor,Competitor had better devices
9971-YEZD,Yes,1,3,9,0,0,No,no,14.6,1,7,Yes,0,AL,331-6229,Male,64,No,No,No,0,No,Month-to-Month,Direct Debit,12,12,Dissatisfaction,Service dissatisfaction
4120-REOY,Yes,1,4,11,264.6,549.045,Yes,no,52.1,0,21,Yes,0,PA,339-9631,Male,29,Yes,No,No,0,No,Month-to-Month,Credit Card,35,35,Attitude,Attitude of support person
1193-SLDB,Yes,5,12,28.2,0,0,No,no,21,0,8,Yes,0,WA,369-4384,Male,55,No,No,No,0,No,Month-to-Month,Direct Debit,38,180,Dissatisfaction,Network reliability
6654-VJTW,Yes,54,286,856.7,0,0,No,yes,0,4,10,Yes,0,HI,416-3915,Female,20,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,62,3315,Other,Don't know
3795-BATD,Yes,19,114,299.3,0,0,No,no,8,1,9,Yes,0,DE,362-7318,Male,56,No,No,No,0,Yes,Month-to-Month,Credit Card,54,1002,Other,Don't know
8406-NANY,Yes,1,4,14,158.76,523.908,Yes,no,313.3,4,6,No,6,KS,352-8202,Male,40,No,No,No,0,No,Month-to-Month,Direct Debit,31,31,Other,Don't know
8289-YYQE,Yes,8,36,114,0,0,No,no,42.7,0,1,Yes,0,AL,335-5882,Male,70,No,Yes,No,0,No,Month-to-Month,Direct Debit,37,303,Dissatisfaction,Poor expertise of online support
1259-PAGJ,Yes,10,23,77.7,0,0,No,no,104.5,5,3,Yes,0,OK,352-6976,Male,33,No,No,No,0,No,Month-to-Month,Credit Card,27,260,Competitor,Competitor made better offer
7507-BFJR,Yes,23,117,337.6,0,0,No,no,213.1,3,4,Yes,0,CT,393-6733,Male,74,No,Yes,No,0,No,Month-to-Month,Direct Debit,50,1126,Competitor,Competitor made better offer
5598-YIKV,Yes,1,4,11,0,0,No,no,187,2,13,Yes,0,MN,412-4399,Female,21,Yes,No,No,0,No,Month-to-Month,Credit Card,26,26,Competitor,Competitor made better offer
1753-LLGC,Yes,4,20,45.6,0,0,No,no,76.3,5,1,Yes,0,FL,416-1676,Female,79,No,Yes,No,0,No,Month-to-Month,Direct Debit,53,222,Competitor,Competitor made better offer
8967-ZTRX,Yes,31,146,399.8,0,0,No,no,13.5,4,5,Yes,0,VT,419-1714,Male,73,No,Yes,No,0,No,Month-to-Month,Direct Debit,48,1478,Attitude,Attitude of support person
1151-RZCI,Yes,5,26,67,0,0,No,no,3.1,5,10,No,17,ID,359-5890,Male,33,No,No,No,0,No,Month-to-Month,Direct Debit,40,208,Competitor,Competitor made better offer
2239-SOGT,Yes,38,204,533.3,0,0,No,no,38.5,1,10,Yes,0,RI,329-3222,Female,53,No,No,No,0,No,One Year,Credit Card,35,1333,Other,Don't know
7890-EXWN,Yes,24,110,311.4,0,0,No,no,20.5,5,2,Yes,0,ID,363-5819,Male,82,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,43,1033,Competitor,Competitor made better offer
1557-GSPG,Yes,53,90,316.6,0,0,No,no,49.5,0,1,Yes,0,MA,330-7483,Female,67,No,Yes,No,0,No,One Year,Direct Debit,51,2702,Competitor,Competitor made better offer
3015-DALS,Yes,2,3,7.9,0,0,No,no,0,3,3,Yes,0,GA,359-5160,Female,79,No,Yes,No,0,No,Month-to-Month,Direct Debit,38,75,Other,Don't know
8092-ZSSK,Yes,7,35,103.8,26.46,81.3645,Yes,no,8.7,3,13,Yes,0,DE,365-8779,Female,29,Yes,No,No,0,No,Month-to-Month,Direct Debit,45,310,Competitor,Competitor made better offer
5229-OAPS,Yes,2,3,9.7,30.87,49.392,Yes,no,13,0,10,Yes,0,MT,407-2750,Female,58,No,No,No,0,Yes,Month-to-Month,Credit Card,51,98,Competitor,Competitor made better offer
2582-ZYIL,Yes,70,418,977.8,30.2526,48.40416,Yes,no,16.9,2,5,No,56,KY,396-8265,Male,61,No,No,No,0,Yes,One Year,Direct Debit,26,1827,Competitor,Competitor made better offer
4425-UNOK,Yes,46,196,682.6,0,0,No,no,12.5,2,30,Yes,0,SC,397-4304,Female,26,Yes,No,No,0,Yes,Two Year,Direct Debit,65,2956,Competitor,Competitor made better offer
3110-PUWY,Yes,64,272,702.4,0,0,No,no,20.4,2,3,Yes,0,AK,336-5406,Male,59,No,No,No,0,Yes,Month-to-Month,Direct Debit,63,4051,Competitor,Competitor made better offer
7912-TRXF,Yes,2,9,20.5,277.83,576.49725,Yes,no,27.3,0,4,Yes,0,WI,408-6089,Female,50,No,No,No,0,No,Month-to-Month,Direct Debit,58,109,Other,Don't know
7403-HTOY,Yes,4,6,17.5,0,0,No,no,22.1,3,6,Yes,0,AK,337-8078,Male,26,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,47,205,Competitor,Competitor made better offer
4058-REIE,Yes,20,69,220.6,0,0,No,yes,0,3,2,Yes,0,MS,402-1942,Female,82,No,Yes,No,0,No,Month-to-Month,Direct Debit,18,370,Competitor,Competitor made better offer
6819-ORJV,Yes,11,31,63.3,0,0,No,no,5.6,0,3,Yes,0,ME,371-7917,Female,39,No,No,No,0,No,Month-to-Month,Direct Debit,43,456,Competitor,Competitor made better offer
9976-AHJN,Yes,26,110,235.6,0,0,No,yes,0,4,4,No,51,NE,393-7892,Male,76,No,Yes,No,0,No,Month-to-Month,Credit Card,16,428,Competitor,Competitor made better offer
0756-BGMW,Yes,5,6,20.4,0,0,No,no,22.4,2,4,Yes,0,CO,343-5709,Male,52,No,No,No,0,Yes,Month-to-Month,Direct Debit,57,291,Competitor,Competitor made better offer
1144-ETJW,Yes,2,5,12.7,0,0,No,no,109.7,0,14,Yes,0,NM,385-5722,Male,24,Yes,No,No,0,No,Month-to-Month,Direct Debit,57,121,Competitor,Competitor made better offer
8080-ZOAB,Yes,24,151,366.8,0,0,No,no,149.2,3,3,Yes,0,ND,363-3515,Female,47,No,No,No,0,Yes,Month-to-Month,Direct Debit,35,866,Competitor,Competitor made better offer
8843-SRMY,Yes,1,3,6,0,0,No,no,78.5,4,30,Yes,0,OK,348-7437,Male,28,Yes,No,No,0,No,Month-to-Month,Credit Card,20,20,Competitor,Competitor made better offer
7772-ASRX,Yes,1,2,8,0,0,No,yes,0,1,6,Yes,0,IN,355-6531,Male,62,No,No,No,0,No,Month-to-Month,Credit Card,48,48,Competitor,Competitor made better offer
8843-HNDV,Yes,11,38,107.6,0,0,No,no,7.1,3,0,No,0,KS,346-8581,Male,84,No,Yes,No,0,No,Month-to-Month,Paper Check,12,127,Competitor,Competitor made better offer
2467-XGIS,Yes,57,217,855.7,0,0,No,no,4.1,3,5,No,43,CT,363-8824,Female,64,No,No,No,0,Yes,Month-to-Month,Direct Debit,53,3017,Competitor,Competitor made better offer
3168-DHLL,Yes,34,161,477.9,0,0,No,no,40.5,1,4,Yes,0,OR,328-6011,Female,67,No,Yes,No,0,No,Month-to-Month,Credit Card,31,1070,Competitor,Competitor made better offer
4711-EVEW,Yes,70,342,775.1,0,0,No,no,10.8,3,9,Yes,0,UT,410-4023,Male,29,Yes,No,No,0,Yes,Month-to-Month,Credit Card,65,4555,Competitor,Competitor made better offer
5415-CNJH,Yes,1,5,13,0,0,No,yes,0,0,0,No,0,RI,349-4369,Female,63,No,No,No,0,No,Month-to-Month,Credit Card,8,8,Competitor,Competitor made better offer
0944-PIYZ,Yes,1,6,13,0,0,No,no,0,4,0,No,0,TX,351-4288,Male,50,No,No,No,0,No,Month-to-Month,Credit Card,7,7,Competitor,Competitor made better offer
6563-YQWO,Yes,3,10,25.9,27.783,85.432725,Yes,no,15.2,2,3,Yes,0,OR,422-5874,Male,82,No,Yes,No,0,No,Month-to-Month,Direct Debit,49,141,Competitor,Competitor made better offer
0961-FZVL,Yes,22,95,310.2,32.4135,51.8616,Yes,no,18.2,3,13,Yes,0,SD,372-8048,Female,23,Yes,No,No,0,No,Month-to-Month,Direct Debit,47,1048,Competitor,Competitor had better devices
0936-LTQE,Yes,1,3,12,31.76523,50.824368,Yes,no,10.7,0,4,No,12,NV,356-3646,Female,85,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,45,45,Dissatisfaction,Network reliability
3517-EVLO,Yes,61,141,426.7,0,0,No,no,21.9,4,0,No,0,KS,365-5979,Female,22,Yes,No,No,0,No,Month-to-Month,Credit Card,13,771,Price,Long distance charges
3993-MIVK,Yes,11,66,137.2,0,0,No,no,12.9,5,4,Yes,0,SC,411-7390,Male,53,No,No,No,0,No,Month-to-Month,Direct Debit,18,209,Competitor,Competitor made better offer
2957-HCPH,Yes,60,176,422.8,291.7215,605.3221125,Yes,no,38.3,5,18,Yes,0,TX,390-5470,Female,20,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,59,3594,Other,Don't know
6608-GMUC,Yes,1,3,5,0,0,No,no,13.9,5,3,Yes,0,TX,414-4803,Female,58,No,No,No,0,No,Month-to-Month,Credit Card,46,46,Competitor,Competitor had better devices
0052-KHBI,Yes,27,91,302.3,0,0,No,no,0,3,3,Yes,0,LA,328-7209,Female,56,No,No,No,0,No,Month-to-Month,Direct Debit,29,798,Competitor,Competitor had better devices
0225-SXMU,Yes,4,13,22.9,0,0,No,no,3.5,4,10,Yes,0,OH,392-3813,Male,23,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,37,141,Competitor,Competitor had better devices
4913-MEPW,Yes,7,29,94.4,0,0,No,no,0,3,1,No,5,NV,337-6898,Male,59,No,No,No,0,No,Month-to-Month,Direct Debit,63,424,Competitor,Competitor had better devices
2039-OJSL,Yes,13,27,78.8,0,0,No,no,47.1,0,5,Yes,0,AL,369-6880,Female,64,No,No,No,0,No,Month-to-Month,Direct Debit,23,299,Competitor,Competitor had better devices
8067-GPHE,Yes,1,6,14,0,0,No,no,92.1,5,11,Yes,0,NV,345-3451,Male,25,Yes,No,No,0,No,Month-to-Month,Direct Debit,25,25,Competitor,Competitor had better devices
1672-YRMP,Yes,1,4,10,0,0,No,no,235,5,2,Yes,0,MI,421-3528,Female,56,No,No,No,0,No,Month-to-Month,Direct Debit,35,35,Competitor,Competitor had better devices
6961-ALKT,Yes,23,71,232,0,0,No,no,103.1,2,5,Yes,0,AR,329-9046,Male,50,No,No,No,0,No,Month-to-Month,Direct Debit,27,632,Competitor,Competitor had better devices
8154-DHII,Yes,5,12,28.3,0,0,No,no,0,3,3,Yes,0,AZ,393-4086,Male,65,No,Yes,No,0,No,Month-to-Month,Direct Debit,44,208,Competitor,Competitor made better offer
5146-QZLL,Yes,14,84,216.3,0,0,No,no,7.5,3,9,Yes,0,ID,400-1367,Female,39,No,No,No,0,No,Month-to-Month,Direct Debit,33,472,Competitor,Competitor had better devices
4273-VKWW,Yes,47,222,520.9,0,0,No,no,4.3,4,15,No,74,NV,396-3068,Female,30,No,No,No,0,Yes,Month-to-Month,Direct Debit,17,806,Price,Price too high
2287-QQND,Yes,8,13,32.6,0,0,No,no,70.8,3,8,Yes,0,GA,395-1962,Female,31,No,No,No,0,No,Month-to-Month,Direct Debit,55,449,Dissatisfaction,Product dissatisfaction
5800-ELVI,Yes,1,3,6,0,0,No,no,11.3,0,1,Yes,0,IA,361-5277,Male,35,No,No,No,0,No,Month-to-Month,Direct Debit,39,39,Competitor,Competitor had better devices
8710-BSFN,Yes,2,12,30,0,0,No,yes,0,4,10,Yes,0,ME,376-8573,Female,28,Yes,No,No,0,No,Month-to-Month,Direct Debit,43,80,Attitude,Attitude of support person
2285-BZCN,Yes,21,81,206.5,0,0,No,yes,0,5,5,Yes,0,FL,390-7328,Male,55,No,No,No,0,Yes,One Year,Direct Debit,22,446,Dissatisfaction,Network reliability
2090-LCCO,Yes,5,28,64.5,0,0,No,yes,0,0,5,Yes,0,ME,343-1965,Female,74,No,Yes,No,0,No,Month-to-Month,Direct Debit,15,71,Dissatisfaction,Limited range of services
9384-QYPC,Yes,12,75,161.5,34.034175,54.45468,Yes,no,28.6,2,4,Yes,0,WV,378-8019,Female,53,No,No,No,0,Yes,Month-to-Month,Direct Debit,64,798,Price,Lack of affordable download/upload speed
2440-TIIS,Yes,19,93,303.1,33.3534915,53.3655864,Yes,no,14,5,2,No,43,AK,378-7733,Female,74,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,49,935,Competitor,Competitor had better devices
3868-VFRU,Yes,2,9,28.5,0,0,No,no,23,5,10,Yes,0,MO,405-3916,Male,53,No,No,No,0,No,Month-to-Month,Direct Debit,53,94,Other,Don't know
5494-DMWB,Yes,6,29,87.5,0,0,No,no,33.8,3,12,Yes,0,KS,407-2081,Female,62,No,No,No,0,No,Month-to-Month,Direct Debit,34,212,Price,Price too high
6069-OAFB,Yes,5,26,72,306.307575,635.5882181,Yes,no,24.1,4,6,Yes,0,VA,346-5611,Female,77,No,Yes,No,0,No,Month-to-Month,Direct Debit,44,197,Dissatisfaction,Product dissatisfaction
8965-IZMK,Yes,39,144,276,0,0,No,no,24.3,0,2,Yes,0,ID,421-1469,Male,53,No,No,No,0,Yes,Month-to-Month,Direct Debit,46,1797,Competitor,Competitor had better devices
8329-FWCZ,Yes,26,81,205.3,0,0,No,no,0,5,6,Yes,0,NM,357-2735,Female,85,No,Yes,No,0,No,Month-to-Month,Direct Debit,27,700,Attitude,Attitude of support person
3582-YKVE,Yes,23,51,93,0,0,No,no,6.2,1,5,Yes,0,MO,364-1969,Female,46,No,No,No,0,No,Month-to-Month,Direct Debit,35,808,Dissatisfaction,Network reliability
2532-FVSD,Yes,35,112,208.7,0,0,No,no,0,4,10,No,7,IL,390-4152,Male,24,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,42,1457,Other,Poor expertise of online support
4423-TKZM,Yes,1,5,11,0,0,No,no,49.4,2,10,Yes,0,LA,373-6784,Female,49,No,No,No,0,No,Month-to-Month,Direct Debit,55,55,Other,Don't know
3399-AZDC,Yes,10,34,77.5,0,0,No,no,96.8,4,2,Yes,0,NC,393-3300,Male,36,No,No,No,0,No,Month-to-Month,Direct Debit,40,386,Other,Don't know
2210-QVLG,Yes,13,53,91.7,0,0,No,no,164.5,4,9,Yes,0,MD,391-7661,Male,50,No,No,No,0,No,Month-to-Month,Credit Card,16,214,Dissatisfaction,Poor expertise of online support
5770-GEAA,Yes,38,148,454.1,0,0,No,yes,0,0,10,Yes,0,WI,418-6455,Male,32,No,No,No,0,No,Month-to-Month,Credit Card,49,1871,Competitor,Competitor had better devices
1540-PTXX,Yes,32,127,355.4,0,0,No,no,0,0,11,Yes,0,NM,376-5908,Male,30,No,No,No,0,No,Month-to-Month,Direct Debit,45,1439,Competitor,Competitor had better devices
4519-JHXU,Yes,35,197,492.6,0,0,No,no,6.3,3,9,Yes,0,IN,329-1955,Female,47,No,No,No,0,Yes,Month-to-Month,Direct Debit,48,1701,Competitor,Competitor offered higher download speeds
8905-SNVM,Yes,56,246,671.7,0,0,No,no,9,4,2,No,40,FL,410-7108,Male,48,No,No,No,0,No,One Year,Credit Card,48,2695,Competitor,Competitor offered more data
8924-KKGL,Yes,12,41,110.6,0,0,No,no,44.6,1,0,No,0,IN,353-6007,Female,51,No,No,No,0,No,Month-to-Month,Credit Card,8,102,Competitor,Competitor made better offer
1885-MMAT,Yes,1,6,14,0,0,No,no,11.9,2,17,Yes,0,PA,416-1557,Female,28,Yes,No,No,0,No,Month-to-Month,Paper Check,47,47,Competitor,Competitor had better devices
5348-LNSV,Yes,4,14,31,0,0,No,no,0,4,6,Yes,0,NM,356-7217,Female,79,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,31,120,Competitor,Competitor had better devices
7152-QHZN,Yes,1,8,14,0,0,No,no,0,0,4,Yes,0,AR,373-6379,Female,66,No,Yes,No,0,No,Month-to-Month,Direct Debit,37,37,Competitor,Competitor had better devices
4399-SJLY,Yes,12,68,173.7,0,0,No,no,0,2,15,Yes,0,HI,360-2690,Female,56,No,No,No,0,Yes,Month-to-Month,Paper Check,22,254,Competitor,Competitor offered higher download speeds
4471-WEEQ,Yes,64,294,1031.7,35.73588375,57.177414,Yes,no,15,4,6,Yes,0,WY,371-5556,Female,75,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,52,3367,Attitude,Attitude of support person
4681-MTBB,Yes,8,27,66.5,35.02116608,56.03386572,Yes,no,19.6,2,3,No,6,PA,334-5337,Male,35,No,No,No,0,No,Month-to-Month,Direct Debit,18,151,Competitor,Competitor offered more data
6302-WHGJ,Yes,10,40,132.6,0,0,No,no,18.1,1,17,Yes,0,KY,334-8817,Female,20,Yes,No,No,0,Yes,Month-to-Month,Paper Check,33,340,Competitor,Competitor offered more data
8809-BLER,Yes,7,37,89.4,0,0,No,no,23.6,3,0,No,0,DC,392-5512,Female,29,Yes,No,No,0,No,Month-to-Month,Direct Debit,7,51,Attitude,Attitude of support person
8663-KNUO,Yes,50,275,757.5,321.6229538,667.367629,Yes,no,63.3,3,7,Yes,0,GA,372-6497,Male,72,No,Yes,No,0,No,Month-to-Month,Credit Card,34,1705,Competitor,Competitor made better offer
8161-UXWU,Yes,42,223,550.3,0,0,No,no,15.3,5,2,Yes,0,TX,417-8617,Male,82,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,50,2110,Competitor,Competitor made better offer
7438-VLMJ,Yes,66,221,728.4,0,0,No,no,0,0,5,Yes,0,CO,328-8147,Female,20,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,45,3001,Competitor,Competitor had better devices
0770-ZYFP,Yes,55,154,443.4,0,0,No,no,9.7,2,6,Yes,0,MT,347-9421,Male,85,No,Yes,No,0,Yes,One Year,Direct Debit,36,1980,Competitor,Competitor offered higher download speeds
4658-EGQF,Yes,10,46,100.3,0,0,No,no,0,2,41,No,50,DE,419-3167,Male,26,Yes,No,No,0,No,Month-to-Month,Direct Debit,41,410,Competitor,Competitor offered more data
3367-ERGM,Yes,45,237,534.1,0,0,No,no,34.6,2,10,Yes,0,VA,416-5341,Female,61,No,No,No,0,No,Month-to-Month,Direct Debit,27,1180,Other,Don't know
2023-SSWZ,Yes,1,5,13,0,0,No,no,101.6,0,9,Yes,0,IL,368-8600,Male,37,No,No,No,0,No,Month-to-Month,Direct Debit,39,39,Competitor,Competitor had better devices
3563-BJVC,Yes,20,113,261.2,0,0,No,no,259.1,0,3,Yes,0,MT,360-2107,Male,80,No,Yes,No,0,No,Month-to-Month,Direct Debit,49,975,Competitor,Competitor had better devices
0846-JCRG,Yes,1,3,13,0,0,No,no,0,0,7,Yes,0,WV,405-9384,Male,55,No,No,No,0,No,Month-to-Month,Paper Check,27,27,Competitor,Competitor offered higher download speeds
6554-AINB,Yes,2,11,10.8,0,0,No,no,0,3,5,Yes,0,WI,331-3174,Female,74,No,Yes,No,0,No,Month-to-Month,Direct Debit,51,92,Attitude,Attitude of support person
7889-HMJX,Yes,3,9,22.4,0,0,No,no,11,4,15,Yes,0,NY,333-8180,Female,29,Yes,No,No,0,No,Month-to-Month,Direct Debit,31,100,Competitor,Competitor offered higher download speeds
